funny;posted;last_edited;item_id;helpful;recommend;review;user_id;user_url;sentiment_numeric
;Posted December 29, 2013.;Last edited February 5, 2015.;34830;0 of 1 people (0%) found this review helpful;False;very bad;7,65612E+16;http://steamcommunity.com/profiles/76561198061039259;0
;Posted January 24, 2014.;;4000;No ratings yet;True;This is the game that makes me wonder what im doing in life..........10/10!!!!!!!;7,65612E+16;http://steamcommunity.com/profiles/76561198048024738;0
;Posted July 6, 2015.;;223710;No ratings yet;True;GOTY should be mad asap!!!!!!!!!!!;7,65612E+16;http://steamcommunity.com/profiles/76561198038840599;0
1 person found this review funny;Posted September 27, 2015.;;200260;2 of 3 people (67%) found this review helpful;True;I found out who killed Bruce Wayne's parents, it was a man...AND HIS NAME IS JOHN CENA!!!!!!!!!!!!!!!!!!!!!!!!!!!;XavvPlays;http://steamcommunity.com/id/XavvPlays;0
;Posted July 29, 2015.;;304240;2 of 4 people (50%) found this review helpful;True;Resident evil 2 remake... Now.;gatorgolfing;http://steamcommunity.com/id/gatorgolfing;0
;Posted November 5, 2011.;;1250;No ratings yet;True;"Simple yet with great replayability. In my opinion does ""zombie"" hordes and team work better than left 4 dead plus has a global leveling system. Alot of down to earth ""zombie"" splattering fun for the whole family. Amazed this sort of FPS is so rare.";7,65612E+16;http://steamcommunity.com/profiles/76561197970982479;1
;Posted July 15, 2011.;;22200;No ratings yet;True;It's unique and worth a playthrough.;7,65612E+16;http://steamcommunity.com/profiles/76561197970982479;1
;Posted April 21, 2011.;;43110;No ratings yet;True;Great atmosphere. The gunplay can be a bit chunky at times but at the end of the day this game is definitely worth it and I hope they do a sequel...so buy the game so I get a sequel!;7,65612E+16;http://steamcommunity.com/profiles/76561197970982479;1
;Posted June 24, 2014.;;251610;15 of 20 people (75%) found this review helpful;True;"I know what you think when you see this title ""Barbie Dreamhouse Party"" but do not be intimidated by it's title, this is easily one of my GOTYs. You don't get any of that cliche game mechanics that all the latest games have, this is simply good core gameplay. Yes, you can't 360 noscope your friends, but what you can do is show them up with your bad ♥♥♥ dance moves and put them to shame as you show them what true fashion and color combinations are.I know this game says for kids but, this is easily for any age range and any age will have a blast playing this.8/8";js41637;http://steamcommunity.com/id/js41637;1
;Posted September 8, 2013.;;227300;0 of 1 people (0%) found this review helpful;True;For a simple (it's actually not all that simple but it can be!) truck driving Simulator, it is quite a fun and relaxing game. Playing on simple (or easy?) its just the basic WASD keys for driving but (if you want) the game can be much harder and realistic with having to manually change gears, much harder turning, etc. And reversing in this game is a ♥♥♥♥♥, as I imagine it would be with an actual truck. Luckily, you don't have to reverse park it but you get extra points if you do cause it is bloody hard. But this is suprisingly a nice truck driving game and I had a bit of fun with it.;js41637;http://steamcommunity.com/id/js41637;1
;Posted November 29, 2013.;;239030;1 of 4 people (25%) found this review helpful;True;Very fun little game to play when your bored or as a time passer. Very gud. Do Recommend. pls buy;js41637;http://steamcommunity.com/id/js41637;1
;Posted February 3.;;248820;No ratings yet;True;A suitably punishing roguelike platformer.  Winning feels good.  Progressive unlocks mean a good slog ending in failure doesn't feel like a waste.;evcentric;http://steamcommunity.com/id/evcentric;1
;Posted December 4, 2015.;Last edited December 5, 2015.;370360;No ratings yet;True;"""Run for fun? What the hell kind of fun is that?""";evcentric;http://steamcommunity.com/id/evcentric;1
;Posted November 3, 2014.;;237930;No ratings yet;True;Elegant integration of gameplay, story, world development and aesthetic.;evcentric;http://steamcommunity.com/id/evcentric;1
;Posted October 15, 2014.;;263360;No ratings yet;True;Random drops and random quests, with stat points.  Animation style reminiscent of the era before the Voodoo card.;evcentric;http://steamcommunity.com/id/evcentric;1
