funny,posted,last_edited,item_id,helpful,recommend,review,user_id,user_url,sentiment_numeric
,"Posted September 6, 2015.",,346110,1 of 2 people (50%) found this review helpful,True,♥♥♥♥ing terrible.,DSvictory,http://steamcommunity.com/id/DSvictory,0
,"Posted August 16, 2015.",,383080,0 of 1 people (0%) found this review helpful,False,This is a truly awful idle clicker.,davidmwilliams,http://steamcommunity.com/id/davidmwilliams,0
,Posted May 15.,,273770,4 of 8 people (50%) found this review helpful,False,This May be one of the worst games i have ever played on steam...,deathlord549,http://steamcommunity.com/id/deathlord549,0
,"Posted October 17, 2015.",,252950,No ratings yet,True,try not to cry when you hit the crossbar from kickoff :'(,76561198069279256,http://steamcommunity.com/profiles/76561198069279256,0
,"Posted July 26, 2014.",,236790,1 of 1 people (100%) found this review helpful,False,♥♥♥♥ING TERRIBLE,76561198068718484,http://steamcommunity.com/profiles/76561198068718484,0
,"Posted July 12, 2013.",,8190,No ratings yet,True,Absolutely insane,eterna_amn,http://steamcommunity.com/id/eterna_amn,0
,Posted July 14.,,221100,4 of 6 people (67%) found this review helpful,False,The worst,Joshooaa,http://steamcommunity.com/id/Joshooaa,0
,"Posted December 29, 2014.",,317470,0 of 1 people (0%) found this review helpful,False,Horrible,76561198044127701,http://steamcommunity.com/profiles/76561198044127701,0
1 person found this review funny,"Posted January 9, 2014.",,211420,No ratings yet,False,horrible disgraceful crap,76561198066525274,http://steamcommunity.com/profiles/76561198066525274,0
,"Posted December 29, 2013.",,440,No ratings yet,True,You Must play this game -Fun-Challenge-Unstopable to play this game-AddictI recommend you !!!!!,iWooder,http://steamcommunity.com/id/iWooder,0
,"Posted December 18, 2013.",,220240,No ratings yet,True,One word Insane,76561198090488278,http://steamcommunity.com/profiles/76561198090488278,0
,"Posted November 11, 2015.",,42000,No ratings yet,False,Intensly boring would not reccomend to anyone ever.,soupstore,http://steamcommunity.com/id/soupstore,0
,"Posted July 24, 2015.",,252950,1 of 1 people (100%) found this review helpful,True,BRUTAL,76561198078128803,http://steamcommunity.com/profiles/76561198078128803,0
,"Posted June 11, 2014.",,63380,1 of 3 people (33%) found this review helpful,False,literally the worst ♥♥♥♥ i have ever played,Raiseyourdongersss,http://steamcommunity.com/id/Raiseyourdongersss,0
,"Posted July 16, 2015.",,203770,1 of 9 people (11%) found this review helpful,False,boring,pippymayne,http://steamcommunity.com/id/pippymayne,0
,"Posted May 4, 2014.","Last edited December 3, 2014.",236430,2 of 9 people (22%) found this review helpful,True,"boy i cant wait to buy this game again so i can get the ""definitive"" version!!!!",76561198052118118,http://steamcommunity.com/profiles/76561198052118118,0
1 person found this review funny,"Posted December 31, 2013.",,223810,1 of 3 people (33%) found this review helpful,True,BUY THIS GAME!!!!!!!,noizypuppy,http://steamcommunity.com/id/noizypuppy,0
,"Posted September 29, 2015.",,391460,No ratings yet,False,its one of the worst games i have ever played 3/10,QuenchingAlarm1,http://steamcommunity.com/id/QuenchingAlarm1,0
,Posted January 12.,Last edited April 14.,334040,No ratings yet,False,horribly optimized,76561198065026562,http://steamcommunity.com/profiles/76561198065026562,0
,"Posted December 20, 2013.",,221380,No ratings yet,True,If I have to put this game into 1 sentenceMedieval Castle Destruction Simulation for Strategy Extremists.if put into one wordAWESOME!!!!,Fox_Hanyou_Mikoto,http://steamcommunity.com/id/Fox_Hanyou_Mikoto,0
,Posted January 27.,,283230,0 of 3 people (0%) found this review helpful,False,Boring,pizzadude04,http://steamcommunity.com/id/pizzadude04,0
,Posted May 28.,,383870,0 of 3 people (0%) found this review helpful,False,its ♥♥♥♥♥♥ garbage i hated every moment of it,DeadNiggaStorage,http://steamcommunity.com/id/DeadNiggaStorage,0
124 people found this review funny,Posted January 16.,,48700,73 of 92 people (79%) found this review helpful,True,Meh. got boring after a hour.,PROGAMER963,http://steamcommunity.com/id/PROGAMER963,0
,"Posted September 29, 2014.",,70000,No ratings yet,True,terrible weno el juego kl,pajelder,http://steamcommunity.com/id/pajelder,0
,Posted May 8.,,34900,No ratings yet,True,BAD RATSSSSSSSSSSSSSSSSSSS!!!!!!!!!!!,76561198075427390,http://steamcommunity.com/profiles/76561198075427390,0
,"Posted March 8, 2014.",,270210,1 of 2 people (50%) found this review helpful,True,How to play this game:1. Load game2. Select song from Computer3. MASH THOSE F*CKING CONTROLS!!!!!!1!!ONE!!!!,ShadowKnight332,http://steamcommunity.com/id/ShadowKnight332,0
,Posted March 23.,,391540,No ratings yet,True,BUY THIS GAME NOW!!!!,shapes2004,http://steamcommunity.com/id/shapes2004,0
,"Posted October 3, 2015.",,570,No ratings yet,True,Get 4 friends to play this with and it never gets boring.,76561198004011791,http://steamcommunity.com/profiles/76561198004011791,0
1 person found this review funny,"Posted November 5, 2014.",,296150,1 of 2 people (50%) found this review helpful,False,very bad,ohyeahpunk,http://steamcommunity.com/id/ohyeahpunk,0
,"Posted September 23, 2015.",,218230,1 of 3 people (33%) found this review helpful,False,Almost as bad as cancer!,76561198080103160,http://steamcommunity.com/profiles/76561198080103160,0
,Posted July 1.,,218620,3 of 6 people (50%) found this review helpful,False,the worst AI ever to pretend to be a AI,syntax_leechking,http://steamcommunity.com/id/syntax_leechking,0
1 person found this review funny,Posted July 7.,,301520,5 of 5 people (100%) found this review helpful,False,gosh i hope the devs flag my review for being abusive tooits a terrible money grabbing unboxing simulator. that's all i have to say,kaz4m,http://steamcommunity.com/id/kaz4m,0
1 person found this review funny,Posted July 21.,,391540,1 of 18 people (6%) found this review helpful,False,"Overhype, horrible fanbase... It's like Five Night's at Freddy's but BAD",Smeegan,http://steamcommunity.com/id/Smeegan,0
,"Posted February 24, 2014.",,570,No ratings yet,True,"IF U HAVENT PLAYED THIS GAME, I DONT KNOW YOU!!!!!",timmytimexue,http://steamcommunity.com/id/timmytimexue,0
,"Posted June 29, 2014.",,72850,1 of 3 people (33%) found this review helpful,True,"The Elders Scrolls V : Skyrim : successeur de Oblivion ( personnellement je n'y ai pas jouer )Ce jeu de base a une durée de vie dèjà assez longue voir très très longue et avec les mods, dlc vous allez passez votre vie sur ce jeu ! Le vanilla n'est pas très jolie mais ce n'est pas grave ! Il y a les mods, les mods sont la vie ! Et puis le jeu vaux quand même la peine car tu est le DOVAKIN ma gueule ( maggle pour les intimes ) !Graphisme ( vanilla ) : 6/10Scénario : 9/10Jouabilité : 9/10Durée de vie : 10/10FUS RO DAH !",Vapas,http://steamcommunity.com/id/Vapas,0
4 people found this review funny,Posted August 5.,Last edited August 5.,498240,20 of 25 people (80%) found this review helpful,False,"Não roda em Placas de video da serie GT, tive muitos problemas e tive de devolver o produto!Eu tenho um notebook, e este tem uma placa GT 740M dedicada, que roda até The Witcher 3 (no minimo, mas roda!) e ao instalar o Batman da Talltele, tive uma surpreza, mesmo sabendo que minha configuração era muito melhor que a minima, o jogo rodou travando e com frame baixo.Ao verificar vi que ele estava usando a placa integrada, desta forme troquei para a placa dedicada e o jogo abria com uma tela branca, ele só veio a rodar bem quando baixei a resolução para 800x600 em modo janela, o que fez o jogo rodar na placa dedicada GT 740M, mas com flames baixos e cheos de bugs. Gostaria de uma atualização e um polimento melhor, isso sempre acontesse com o PC que é deixado de lado, e desta vez a Talltele, me deixou muito triste, pois esta empresa tinha tradição e este jogo é feito com base em uma engine que não tem motivos para dar esse tipo de Bug, a não ser que a coisa tenha sido mal feita mesmo!?Assim que eles melhorarem ( e tomara que não seja como o Batman Arkhan Kinght) eu tiro este análise e até recomendo! torço para isso!",wilsonufs,http://steamcommunity.com/id/wilsonufs,0
,"Posted October 9, 2015.",,104900,No ratings yet,True,it was $0.01 when i bought it now look at it. Inflation at its finest... disgusting,WTFH555,http://steamcommunity.com/id/WTFH555,0
1 person found this review funny,"Posted July 2, 2015.",,224500,1 of 12 people (8%) found this review helpful,False,Boring,wolvau,http://steamcommunity.com/id/wolvau,0
,"Posted February 16, 2014.",,72850,0 of 1 people (0%) found this review helpful,True,"i killed a dragon, fell of a mountain, a thief tried to rob me when i was wearing daedric armor, a mudcrab pinched my balls... Best...Game...Ever!!!!!!!!!!!!!!!",TheZomyo,http://steamcommunity.com/id/TheZomyo,0
,"Posted March 21, 2014.",,232810,2 of 3 people (67%) found this review helpful,False,Boring as ♥♥♥♥,76561197990997704,http://steamcommunity.com/profiles/76561197990997704,0
,"Posted March 24, 2015.",,72850,0 of 1 people (0%) found this review helpful,True,THIS GAME IS AWE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! if you dont know what awe means your stupid,76561198043456895,http://steamcommunity.com/profiles/76561198043456895,0
,"Posted July 14, 2013.","Last edited March 3, 2014.",206210,0 of 4 people (0%) found this review helpful,False,Terrible,76561198088407985,http://steamcommunity.com/profiles/76561198088407985,0
,"Posted December 7, 2014.",,39000,0 of 5 people (0%) found this review helpful,False,Awful,calldogedoggie,http://steamcommunity.com/id/calldogedoggie,0
,"Posted December 9, 2014.",,243870,1 of 4 people (25%) found this review helpful,False,"Boring, takes a while to get ♥♥♥♥, p2w",usginger23,http://steamcommunity.com/id/usginger23,0
,"Posted June 23, 2015.",,8870,No ratings yet,True,Ending will brutally anal your mind until you ♥♥♥♥♥♥.,fatplums,http://steamcommunity.com/id/fatplums,0
,"Posted September 14, 2015.",,222900,No ratings yet,False,It. is. horrible. Dont download it.,nothingbeatsme,http://steamcommunity.com/id/nothingbeatsme,0
,"Posted December 30, 2013.",,207610,No ratings yet,True,All i can say is.... dem feels :'(,76561198072889555,http://steamcommunity.com/profiles/76561198072889555,0
,Posted June 6.,,359550,2 of 6 people (33%) found this review helpful,False,ITS HORRIBLE WHY WOULD YOU EVEN PUT IT UNDER STEAM I CANT EVEN LOGIN ♥♥♥♥ING UPLAY ♥♥♥♥♥,mewmeowmeowmew,http://steamcommunity.com/id/mewmeowmeowmew,0
1 person found this review funny,"Posted January 17, 2015.",,200210,2 of 3 people (67%) found this review helpful,False,MY ♥♥♥♥ING CHARACTERS ARE GONEEEE!!!!!!!!!! ALL MY CRAP IS GONE!!!!!!! I BOUAGHT 8 CANDY KEYS AND NOW I HAVE NOTHING I GOT KABAMED FUUUUUCKKKKKK,76561198081193763,http://steamcommunity.com/profiles/76561198081193763,0
,"Posted November 14, 2014.",,289650,281 of 377 people (75%) found this review helpful,False,worst purchase of my life,76561198001658920,http://steamcommunity.com/profiles/76561198001658920,0
,"Posted January 9, 2014.",,200510,No ratings yet,True,This game is........AWESOME!!!!!,Scorpionking255,http://steamcommunity.com/id/Scorpionking255,0
1 person found this review funny,Posted June 23.,,225420,1 of 7 people (14%) found this review helpful,False,REALLY REALLY boring I might get a refund!,Tomatoman007,http://steamcommunity.com/id/Tomatoman007,0
60 people found this review funny,Posted April 1.,,437220,64 of 107 people (60%) found this review helpful,True,Me & my mate got brutally murdered by Ethan & Moe Bradberry.10/10 I'M ETHAN BRADBERRRRYYY,76561198012716020,http://steamcommunity.com/profiles/76561198012716020,0
,Posted March 25.,,435120,No ratings yet,True,Brutal,richbags12,http://steamcommunity.com/id/richbags12,0
,Posted January 24.,,268420,No ratings yet,False,"Mechanics are grindy and have to kill,do task to get level-ups and so.It's get boring overtime",76561198094656207,http://steamcommunity.com/profiles/76561198094656207,0
,"Posted May 31, 2014.",,730,No ratings yet,True,This Game is Awsome!!!!!!,NewandImprovedDashie,http://steamcommunity.com/id/NewandImprovedDashie,0
,Posted February 13.,,235540,No ratings yet,True,A MUST BUY GAME!!!!,76561198077029675,http://steamcommunity.com/profiles/76561198077029675,0
,"Posted February 25, 2013.",,218230,1 of 1 people (100%) found this review helpful,True,I WHAT THAT GAME!!! NOW!,Killerbadboys,http://steamcommunity.com/id/Killerbadboys,0
,"Posted February 21, 2014.",,208090,No ratings yet,False,HATE IT!,76561198081534878,http://steamcommunity.com/profiles/76561198081534878,0
,"Posted December 27, 2013.",,49520,1 of 1 people (100%) found this review helpful,True,This is the BADASS GAME EVERRRRRRRR !!!!!!!!!!!!!,76561198013427907,http://steamcommunity.com/profiles/76561198013427907,0
,"Posted October 18, 2013.",,221040,1 of 1 people (100%) found this review helpful,True,un juegaso muy bueno para los fanaticos de residetn evil y tambien recomendado para nuevos usuarios,defalt14,http://steamcommunity.com/id/defalt14,0
,"Posted June 30, 2015.",,107410,No ratings yet,True,IM SO SICK OF HAVING TO CATCH MY BREATH AFTER RUNNING 500 KM! HNNNNGGGG - ArmA 3 community,BuffinMutton,http://steamcommunity.com/id/BuffinMutton,0
,"Posted February 14, 2014.",,219640,No ratings yet,True,This game..... all I can say is.... TOOOOOOOOOOO BAAAAAAAAAAAAAAATTTTTTTTTTTLEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE!!!!!!!!!!!!!!!!!!!!!!,altitude54,http://steamcommunity.com/id/altitude54,0
,"Posted November 13, 2015.",,261030,No ratings yet,True,:'(,76561198075272138,http://steamcommunity.com/profiles/76561198075272138,0
,Posted July 29.,,440,1 of 3 people (33%) found this review helpful,False,Always unbalanced very boring one sided games,dmgmnt,http://steamcommunity.com/id/dmgmnt,0
,Posted July 22.,,440,No ratings yet,False,-13/10 Worst Valve Update,76561198094174176,http://steamcommunity.com/profiles/76561198094174176,0
,"Posted December 11, 2013.",,12210,0 of 1 people (0%) found this review helpful,False,Its got a horrible engine and the graphics are ♥♥♥♥.,DuffBeer1,http://steamcommunity.com/id/DuffBeer1,0
,"Posted October 9, 2015.",,48800,No ratings yet,False,"Meh, very boring....",DaEpicGamer64,http://steamcommunity.com/id/DaEpicGamer64,0
,"Posted June 24, 2014.",,262410,No ratings yet,False,Horrible D:,liniers,http://steamcommunity.com/id/liniers,0
,"Posted October 15, 2015.",,218620,5 of 5 people (100%) found this review helpful,False,Microtransactions. They said they were never gonna have them. They lied. Horrible devs.,hextragonal,http://steamcommunity.com/id/hextragonal,0
,Posted June 3.,,346110,4 of 7 people (57%) found this review helpful,False,"Stupid FREAKING leech disease. WORST. FREAKING,ADDITION. EVER.",76561198072290541,http://steamcommunity.com/profiles/76561198072290541,0
,"Posted April 3, 2014.",,202970,No ratings yet,True,I LIKE DIS GAME!!!!,eraqkiwi,http://steamcommunity.com/id/eraqkiwi,0
,"Posted November 7, 2014.",,273110,1 of 2 people (50%) found this review helpful,False,One of the worst games ive ever played. Would not recommend it.,Frenzieddd,http://steamcommunity.com/id/Frenzieddd,0
,"Posted April 8, 2014.",,102700,0 of 1 people (0%) found this review helpful,False,I HATE IT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,FaZeWeaver,http://steamcommunity.com/id/FaZeWeaver,0
,Posted February 27.,,413150,No ratings yet,True,Villager caught me going through their trash and was disgusted. 10/10 would steal again.,76561198029779195,http://steamcommunity.com/profiles/76561198029779195,0
,"Posted February 3, 2014.",,233720,6 of 12 people (50%) found this review helpful,False,♥♥♥♥ED UP GAME!!!!!!,franklinhi,http://steamcommunity.com/id/franklinhi,0
,"Posted April 5, 2014.",,730,2 of 3 people (67%) found this review helpful,True,CRAP!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,76561198074540604,http://steamcommunity.com/profiles/76561198074540604,0
,Posted January 17.,,311910,0 of 4 people (0%) found this review helpful,False,Can be very boring i would not recomend it.,76561198119180365,http://steamcommunity.com/profiles/76561198119180365,0
,"Posted June 6, 2014.",,104900,6 of 10 people (60%) found this review helpful,False,One of the worst games I have played,GLaddy1337,http://steamcommunity.com/id/GLaddy1337,0
,"Posted December 26, 2015.",,417860,No ratings yet,True,:'(,76561198047210840,http://steamcommunity.com/profiles/76561198047210840,0
,"Posted December 2, 2013.",,570,No ratings yet,True,Very expensive game!!!!!!!!!,Heisenberg1911,http://steamcommunity.com/id/Heisenberg1911,0
,"Posted August 1, 2014.",,219640,No ratings yet,False,It gets boring after 10 mins :(,AnEvilReindeer,http://steamcommunity.com/id/AnEvilReindeer,0
,Posted August 5.,,363680,0 of 4 people (0%) found this review helpful,False,So terribly unbalanced it's barley even playable.,76561198027925839,http://steamcommunity.com/profiles/76561198027925839,0
,"Posted July 10, 2015.",,219640,No ratings yet,False,"Solo tengo una palabra para este juego, asco; es malísima la jugabilidad, los combates, horrible. Solo hay tres servidores latinoamericanos. Y mucho más que no tengo ganas de escribir.Gasté guita al pedo.",GoonzaalooX,http://steamcommunity.com/id/GoonzaalooX,0
,"Posted October 17, 2015.",,219640,1 of 1 people (100%) found this review helpful,True,"""Dost thou insist to fill the world with vicious qualities!""",innocentguy,http://steamcommunity.com/id/innocentguy,0
,"Posted November 14, 2015.",,218620,6 of 6 people (100%) found this review helpful,False,"'No microtransations....'Gives Microtransations with terrible skins copied from CSGO,GGWP Overkill.",best_luck_ever,http://steamcommunity.com/id/best_luck_ever,0
,"Posted December 20, 2012.",,440,No ratings yet,True,Es terrible harcore!,Kennyqueso,http://steamcommunity.com/id/Kennyqueso,0
,"Posted August 7, 2015.",,354140,No ratings yet,True,This is terrifying! A Must-Buy!,khanyucedag,http://steamcommunity.com/id/khanyucedag,0
,"Posted March 15, 2014.",,264280,3 of 6 people (50%) found this review helpful,False,terrible.,76561198047986243,http://steamcommunity.com/profiles/76561198047986243,0
,"Posted June 30, 2015.",,236390,0 of 2 people (0%) found this review helpful,False,The grind is insane,ladysaphera,http://steamcommunity.com/id/ladysaphera,0
,"Posted January 10, 2013.",,4000,No ratings yet,True,if u like spawning ♥♥♥♥(npcs explosives guns ect.)and shooting the hell out of peopleGET THIS GAME!!!!!!!!,LordOfTheCringe,http://steamcommunity.com/id/LordOfTheCringe,0
3 people found this review funny,"Posted July 24, 2015.",,4000,16 of 27 people (59%) found this review helpful,False,I miss toybox :'(,76561198059755685,http://steamcommunity.com/profiles/76561198059755685,0
,Posted August 31.,,113400,2 of 4 people (50%) found this review helpful,False,Horrible,theguywithnobrain,http://steamcommunity.com/id/theguywithnobrain,0
,"Posted June 11, 2014.",,243470,19 of 32 people (59%) found this review helpful,False,I want a refund. This has got to be the WORST pc service ever.UPlay can choke on it for ripping every PC gamer off.,AusMikey,http://steamcommunity.com/id/AusMikey,0
1 person found this review funny,Posted August 19.,,304930,0 of 5 people (0%) found this review helpful,False,SUCKS!!!!!,76561198171017834,http://steamcommunity.com/profiles/76561198171017834,0
1 person found this review funny,Posted January 7.,,298240,7 of 15 people (47%) found this review helpful,False,Horrible P2W piece of garbage.,ArrestMe,http://steamcommunity.com/id/ArrestMe,0
,"Posted January 15, 2014.",Last edited January 3.,218470,0 of 1 people (0%) found this review helpful,True,"es lindo con buen modo de combate pero tiene un pequeño y molesto problema,para registrar tú cuenta y ingresar al juego es terrible D: pero bale la pena jugarlo",76561198044020758,http://steamcommunity.com/profiles/76561198044020758,0
1 person found this review funny,Posted February 5.,,373110,3 of 3 people (100%) found this review helpful,False,"When greenlight ♥♥♥♥s up, the guy manufacturing all these horrible games should be shot",guwopguccimane,http://steamcommunity.com/id/guwopguccimane,0
,"Posted January 30, 2014.","Last edited April 13, 2014.",65730,0 of 5 people (0%) found this review helpful,True,"This game takes 15GB to install, 15GB!!!!! W-What, I don't even. It's just helicopters.10/10 Because helicopters",NexusAU,http://steamcommunity.com/id/NexusAU,0
,"Posted June 21, 2014.",,243870,0 of 2 people (0%) found this review helpful,False,NEVER DOWNLOAD THIS GAME BECAUSE YOU CAN NEVER CLOSE IT DON'T DO IT!!!!!!!!!!!!!!!!!,bluegaming,http://steamcommunity.com/id/bluegaming,0
,"Posted June 23, 2014.","Last edited February 17, 2015.",232810,3 of 6 people (50%) found this review helpful,False,peter is the worst person on this planet. peter is the worst person on this planet. peter is the worst person on this planet. peter is the worst person on this planet. peter is the worst person on this planet. peter is the worst person on this planet. peter is the worst person on this planet. peter is the worst person on this planet. peter is the worst person on this planet. peter is the worst person on this planet. peter is the worst person on this planet. peter is the worst person on this planet. peter is the worst person on this planet. peter is a w h o r e,originaldog,http://steamcommunity.com/id/originaldog,0
